,Fecha,TC,Importe,IVA,RET ISR,RET IVA,TOTAL MX,TOTAL SAT,Tipo
318,2022-02-01,1.0,1449.2,171.8,0.0,0.0,1711.5,1782.0,
319,2022-02-01,1.0,1449.2,171.8,0.0,0.0,1711.5,1782.0,
320,2022-02-01,1.0,1573.43,251.75,0.0,0.0,1500.0100000000002,1500.01,
321,2022-02-01,1.0,3062.69,490.03,0.0,0.0,3552.7200000000003,3552.72,
322,2022-02-01,1.0,7299.08,171.8,0.0,0.0,8466.93,8466.93,
323,2022-02-01,1.0,5200.0,832.0,0.0,0.0,6032.0,6032.0,
324,2022-02-01,1.0,2374.29,379.89,0.0,0.0,2754.18,2754.18,
325,2022-02-01,1.0,1449.2,0.0,0.0,0.0,1711.5,1782.0,
326,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
327,2022-02-01,1.0,1449.2,171.8,0.0,0.0,1711.5,1782.0,
328,2022-02-01,1.0,3050.7,488.11,0.0,0.0,3538.81,3538.81,
329,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,1145.45,
330,2022-02-01,1.0,1449.2,171.8,0.0,0.0,1711.5,1782.0,
331,2022-02-01,1.0,6324.0,1011.84,0.0,0.0,7335.84,7335.84,
332,2022-02-01,1.0,2200.0,352.0,0.0,0.0,2552.0,2552.0,
333,2022-02-01,1.0,188.75,30.2,0.0,0.0,218.95,218.95,
334,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
335,2022-02-01,1.0,2100.0,336.0,0.0,0.0,2436.0,2436.0,
336,2022-02-01,1.0,309.0,49.44,0.0,0.0,358.44,358.44,
337,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
338,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
339,2022-02-01,1.0,1449.2,171.8,0.0,0.0,1711.5,1782.0,
340,2022-02-01,1.0,48.28,7.72,0.0,0.0,56.0,56.0,
341,2022-02-01,1.0,949.38,151.9,0.0,0.0,1101.28,1101.28,
342,2022-02-01,1.0,252.0,40.32,0.0,0.0,292.32,292.32,
343,2022-02-01,1.0,960.0,0.0,0.0,0.0,960.0,960.0,
344,2022-02-01,1.0,306.0,0.0,0.0,0.0,306.0,306.0,
345,2022-02-01,1.0,109.31,17.49,0.0,0.0,126.8,126.8,
